symbol,date,time,volume,daily_rng,last_price,change,change_pct,52wH,52wH_pct,avg_vol
0510.HK,6/9/2017,3:59pm,5736457,0.295 - 0.310,0.305,0.005,+1.667%,-0.235,-43.519%,15265300.0
0511.HK,6/9/2017,4:08pm,1127547,27.75 - 28.40,28.25,0.0,+0.00%,-6.95,-19.74%,504762.0
0512.HK,6/9/2017,3:59pm,1184000,2.16 - 2.20,2.19,0.0,+0.00%,-0.1,-4.37%,1719970.0
0513.HK,6/9/2017,3:11pm,80000,0.125 - 0.125,0.126,-0.005,-3.817%,-0.074,-37.000%,461642.0
0515.HK,6/9/2017,3:56pm,3956000,0.360 - 0.390,0.375,-0.02,-5.063%,-0.265,-41.406%,3059390.0
0517.HK,6/9/2017,3:59pm,795590,3.15 - 3.19,3.16,-0.02,-0.63%,-0.84,-21.00%,1508180.0
0518.HK,6/9/2017,3:52pm,508000,0.98 - 1.02,1.02,0.0,+0.00%,-0.29,-22.14%,1305650.0
0519.HK,6/9/2017,3:57pm,3040000,0.62 - 0.64,0.64,0.0,+0.00%,-0.37,-36.63%,4602320.0
0520.HK,6/9/2017,3:59pm,975500,8.36 - 8.70,8.48,-0.08,-0.93%,-0.22,-2.53%,724621.0
0521.HK,6/9/2017,3:59pm,104442500,0.320 - 0.340,0.335,0.015,+4.688%,-0.155,-31.633%,61475700.0
0522.HK,6/9/2017,4:08pm,2250797,116.80 - 119.20,119.0,2.3,+1.97%,-3.3,-2.70%,2190870.0
0524.HK,6/9/2017,3:58pm,770000,0.60 - 0.62,0.61,0.0,+0.00%,-0.18,-22.78%,3963570.0
0525.HK,6/9/2017,4:08pm,2738000,4.16 - 4.22,4.17,-0.04,-0.95%,-1.0,-19.34%,3503330.0
0526.HK,6/9/2017,3:59pm,1237000,0.60 - 0.63,0.63,0.0,+0.00%,-0.24,-27.59%,770418.0
0527.HK,6/9/2017,3:53pm,596000,0.70 - 0.71,0.71,0.0,+0.00%,-0.34,-32.38%,4366030.0
0528.HK,6/9/2017,1:19pm,106000,0.98 - 0.99,0.98,-0.01,-1.01%,-0.41,-29.50%,241940.0
0529.HK,6/7/2017,3:50pm,144000,4.30 - 4.45,4.45,0.0,+0.00%,0.0,+0.00%,36718.0
0530.HK,6/9/2017,4:08pm,15050037,3.72 - 3.92,3.82,0.06,+1.60%,-3.17,-45.35%,14564100.0
0531.HK,6/9/2017,3:59pm,1763000,0.66 - 0.68,0.68,0.01,+1.49%,-0.22,-24.44%,1593780.0
0532.HK,6/9/2017,2:05pm,400000,0.82 - 0.82,0.82,-0.01,-1.20%,-0.46,-35.94%,183793.0
0533.HK,6/9/2017,3:58pm,323000,3.28 - 3.30,3.29,-0.01,-0.30%,-0.06,-1.79%,216997.0
0535.HK,6/9/2017,3:59pm,2748000,0.53 - 0.54,0.54,0.0,+0.00%,-0.05,-8.47%,9035700.0
0536.HK,6/9/2017,3:59pm,848000,1.50 - 1.53,1.51,-0.02,-1.31%,-0.23,-13.22%,1049340.0
0538.HK,6/9/2017,3:59pm,327000,3.22 - 3.30,3.29,0.0,+0.00%,-0.76,-18.77%,774218.0
0539.HK,6/9/2017,3:38pm,4622000,0.29 - 0.30,0.29,-0.0,-1.69%,-0.14,-33.19%,8416880.0
0540.HK,6/9/2017,3:50pm,148000,1.29 - 1.29,1.29,-0.01,-0.77%,-0.16,-11.03%,549015.0
0542.HK,6/9/2017,3:35pm,3600000,0.204 - 0.207,0.207,0.0,+0.000%,-0.043,-17.200%,7015660.0
0543.HK,6/9/2017,3:59pm,632000,1.61 - 1.65,1.61,-0.02,-1.23%,-0.65,-28.76%,722675.0
0544.HK,6/9/2017,3:59pm,740000,0.115 - 0.116,0.116,-0.002,-1.695%,-0.023,-16.547%,523666.0
0546.HK,6/9/2017,3:59pm,4296273,4.31 - 4.39,4.35,0.01,+0.23%,-2.09,-32.45%,10120500.0
0547.HK,6/9/2017,3:59pm,27400000,0.31 - 0.31,0.31,-0.0,-1.59%,-0.37,-54.41%,30081000.0
0548.HK,6/9/2017,4:08pm,2472000,7.16 - 7.34,7.22,-0.09,-1.23%,-1.2,-14.25%,2940540.0
0549.HK,6/9/2017,3:54pm,1118000,1.09 - 1.09,1.09,0.0,+0.00%,-0.01,-0.91%,1630420.0
0550.HK,6/9/2017,3:59pm,284000,3.99 - 4.19,4.03,-0.17,-4.05%,-0.57,-12.39%,715642.0
0551.HK,6/9/2017,4:08pm,1555902,31.55 - 32.20,31.7,-0.4,-1.25%,-4.15,-11.58%,
0552.HK,6/9/2017,4:08pm,10819634,4.61 - 4.73,4.61,-0.11,-2.33%,-1.06,-18.69%,9682100.0
0553.HK,6/9/2017,4:08pm,1440000,4.66 - 4.88,4.71,-0.06,-1.26%,-4.44,-48.52%,553904.0
0554.HK,6/7/2017,2:41pm,168000,0.208 - 0.208,0.207,0.0,+0.000%,-0.093,-31.000%,257531.0
0555.HK,6/9/2017,3:59pm,19503995,0.115 - 0.118,0.117,-0.001,-0.847%,-0.072,-38.095%,62428200.0
0556.HK,6/9/2017,3:59pm,238000,0.87 - 0.89,0.88,-0.02,-2.22%,-1.28,-59.26%,676478.0
0557.HK,6/9/2017,3:55pm,168000,2.70 - 2.87,2.7,-0.16,-5.59%,-3.98,-59.58%,118193.0
0558.HK,6/9/2017,3:25pm,272500,0.57 - 0.60,0.6,0.0,+0.00%,-0.13,-17.81%,563082.0
0559.HK,6/9/2017,3:59pm,54625000,0.226 - 0.250,0.228,0.0,+0.000%,-0.197,-46.353%,38818000.0
0560.HK,6/9/2017,3:59pm,2938000,1.91 - 1.95,1.93,-0.03,-1.53%,-0.37,-16.09%,1467290.0
0563.HK,6/9/2017,3:59pm,3906500,1.72 - 1.77,1.73,-0.04,-2.26%,-0.46,-21.00%,4545690.0
0564.HK,6/9/2017,4:08pm,841800,3.68 - 3.87,3.85,0.13,+3.49%,-1.8,-31.86%,1009680.0
0565.HK,6/9/2017,3:59pm,475000,0.58 - 0.59,0.58,-0.01,-1.69%,-0.62,-51.67%,3139770.0
0567.HK,6/9/2017,3:59pm,2346000,0.53 - 0.58,0.54,-0.01,-1.82%,-0.62,-53.45%,1895400.0
0568.HK,6/9/2017,3:59pm,4020000,1.28 - 1.42,1.3,-0.06,-4.41%,-2.67,-67.25%,1649890.0
0569.HK,6/9/2017,3:55pm,223000,1.25 - 1.27,1.25,0.02,+1.63%,-0.37,-22.84%,152664.0
0570.HK,6/9/2017,4:08pm,8866000,4.48 - 4.55,4.55,0.04,+0.89%,-0.1,-2.15%,11932600.0
0571.HK,6/9/2017,3:20pm,124000,0.81 - 0.83,0.83,0.01,+1.22%,-0.24,-22.43%,969543.0
0572.HK,6/9/2017,3:59pm,19591511,0.192 - 0.199,0.196,0.001,+0.513%,-0.694,-77.978%,29066500.0
0573.HK,6/9/2017,3:57pm,496000,1.96 - 2.02,1.96,-0.03,-1.51%,-0.58,-22.83%,652807.0
0574.HK,6/9/2017,3:59pm,644000,0.44 - 0.47,0.46,0.0,+1.10%,-0.42,-47.73%,1728030.0
0575.HK,6/9/2017,3:57pm,3235114,0.315 - 0.325,0.315,-0.01,-3.077%,-0.475,-60.127%,12907900.0
0576.HK,6/9/2017,4:08pm,7774141,9.89 - 10.24,10.06,0.13,+1.31%,-0.32,-3.08%,6116810.0
0577.HK,6/9/2017,3:59pm,415000,2.08 - 2.13,2.09,-0.04,-1.88%,-1.1,-34.48%,758419.0
0578.HK,6/9/2017,3:59pm,20600,0.15 - 0.15,0.15,-0.01,-6.25%,-0.14,-49.15%,199401.0
0579.HK,6/9/2017,3:59pm,5276000,2.37 - 2.42,2.41,-0.01,-0.41%,-0.34,-12.36%,5796120.0
0580.HK,6/9/2017,3:59pm,2534000,1.80 - 1.85,1.84,0.04,+2.22%,-0.15,-7.54%,1603580.0
0581.HK,6/9/2017,3:59pm,932000,2.21 - 2.25,2.24,-0.01,-0.44%,-0.66,-22.76%,3278630.0
0582.HK,6/9/2017,3:59pm,74225500,0.086 - 0.090,0.087,-0.003,-3.333%,-0.125,-58.972%,422772000.0
0583.HK,6/9/2017,11:30am,40583,1.86 - 1.90,1.9,0.0,+0.00%,-0.6,-24.00%,97448.0
0585.HK,6/9/2017,3:44pm,10400,0.67 - 0.67,0.67,0.0,+0.00%,-1.85,-73.39%,260530.0
0586.HK,6/9/2017,4:08pm,1665736,14.88 - 15.04,15.0,-0.08,-0.53%,-1.18,-7.29%,2755350.0
0587.HK,9/26/2016,3:59pm,15634059,0.51 - 0.53,0.53,0.0,+0.00%,-0.22,-29.33%,
0588.HK,6/9/2017,4:08pm,3532000,3.26 - 3.31,3.29,-0.01,-0.30%,-0.12,-3.52%,3583270.0
0589.HK,6/2/2017,11:48am,12000,2.81 - 2.82,2.83,0.0,+0.00%,-0.92,-24.53%,43440.0
0590.HK,6/9/2017,4:08pm,2010413,26.85 - 27.70,27.4,0.55,+2.05%,-1.6,-5.52%,719207.0
0592.HK,6/9/2017,3:47pm,284000,0.46 - 0.46,0.46,0.0,+0.00%,-0.15,-24.59%,499171.0
0593.HK,6/9/2017,10:59am,5000,14.50 - 14.70,14.6,-0.1,-0.68%,-2.8,-16.09%,25763.0
0595.HK,6/9/2017,3:56pm,907000,0.69 - 0.71,0.71,0.01,+1.43%,-0.04,-5.33%,2477960.0
0596.HK,6/9/2017,3:57pm,1276000,1.57 - 1.62,1.62,0.0,+0.00%,-0.3,-15.62%,573168.0
0598.HK,6/9/2017,3:59pm,21574750,3.80 - 3.90,3.85,0.0,+0.00%,-0.42,-9.84%,17452400.0
0599.HK,6/9/2017,9:31am,16000,0.81 - 0.81,0.81,0.0,+0.00%,-0.36,-30.77%,201641.0
0600.HK,6/9/2017,3:58pm,6764000,0.06 - 0.08,0.07,-0.0,-4.11%,-0.04,-38.60%,2741220.0
0601.HK,6/9/2017,1:42pm,200000,0.34 - 0.34,0.34,0.0,+0.00%,-0.08,-19.05%,3629030.0
0602.HK,6/9/2017,2:52pm,292500,0.44 - 0.46,0.45,0.0,+1.12%,-0.12,-21.05%,492015.0
0603.HK,6/9/2017,3:59pm,2926000,0.54 - 0.56,0.56,0.0,+0.00%,-0.11,-16.42%,3619790.0
0604.HK,6/9/2017,4:08pm,36711606,3.76 - 3.84,3.79,-0.06,-1.56%,-0.13,-3.32%,16129500.0
0605.HK,6/9/2017,3:58pm,252000,0.71 - 0.72,0.72,0.0,+0.00%,-0.03,-4.00%,2713910.0
0606.HK,6/9/2017,4:08pm,7401000,3.29 - 3.38,3.33,-0.06,-1.77%,-0.86,-20.53%,7212830.0
0607.HK,6/9/2017,4:08pm,12447500,3.13 - 3.18,3.13,-0.04,-1.26%,-1.71,-35.33%,57458400.0
0608.HK,6/6/2017,1:09pm,74000,1.90 - 2.00,1.97,0.0,+0.00%,-0.23,-10.45%,3797.0
0609.HK,6/9/2017,3:57pm,488000,2.13 - 2.16,2.13,-0.01,-0.47%,-0.12,-5.33%,707058.0
0610.HK,6/9/2017,3:50pm,76000,3.55 - 3.60,3.55,-0.03,-0.84%,-0.38,-9.67%,396702.0
0611.HK,6/9/2017,3:59pm,602000,1.25 - 1.29,1.25,0.0,+0.00%,-0.43,-25.60%,1539320.0
0613.HK,6/9/2017,3:59pm,4296000,0.20 - 0.20,0.2,0.0,+0.00%,-0.01,-2.91%,19321000.0
0616.HK,6/9/2017,3:42pm,11220000,0.102 - 0.104,0.102,-0.001,-0.971%,-0.098,-49.066%,6401460.0
0617.HK,6/9/2017,3:59pm,670742,3.10 - 3.12,3.11,0.02,+0.55%,-0.06,-1.89%,326423.0
0618.HK,6/8/2017,1:29pm,40000,0.265 - 0.265,0.265,0.0,+0.000%,-0.145,-35.366%,731315.0
0619.HK,6/9/2017,3:59pm,138150000,0.057 - 0.062,0.062,0.005,+8.772%,-0.06,-49.264%,27919400.0
0620.HK,6/9/2017,3:59pm,164000,4.07 - 4.18,4.13,-0.12,-2.82%,-0.17,-3.95%,162340.0
0621.HK,6/9/2017,3:58pm,2960000,0.082 - 0.087,0.085,0.0,+0.000%,-0.072,-45.860%,19566300.0
0622.HK,6/9/2017,3:59pm,9723000,0.208 - 0.212,0.211,0.002,+0.957%,-0.395,-65.190%,30009300.0
0623.HK,6/9/2017,3:39pm,194000,1.67 - 1.68,1.68,0.01,+0.60%,-0.4,-19.23%,356159.0
0626.HK,6/9/2017,3:50pm,86000,3.54 - 3.56,3.56,0.01,+0.28%,-0.16,-4.30%,265830.0
0627.HK,6/9/2017,3:26pm,499400,0.59 - 0.60,0.59,0.01,+1.72%,-0.1,-14.49%,1057530.0
0628.HK,6/9/2017,3:59pm,326000,1.16 - 1.18,1.17,-0.01,-0.85%,-0.36,-23.53%,809899.0
0629.HK,6/9/2017,3:36pm,270000,0.50 - 0.53,0.5,0.0,+0.00%,-0.24,-32.43%,1952960.0
0630.HK,6/9/2017,3:59pm,260000,0.58 - 0.60,0.6,0.0,+0.00%,-0.38,-38.78%,10914900.0
0631.HK,6/9/2017,3:59pm,1168500,1.33 - 1.35,1.35,0.0,+0.00%,-0.4,-22.86%,1589940.0
0632.HK,6/9/2017,3:59pm,3013000,0.27 - 0.28,0.28,-0.0,-1.75%,-0.05,-15.15%,2530860.0
0633.HK,6/9/2017,3:59pm,230000,2.21 - 2.27,2.23,-0.03,-1.33%,-0.71,-24.15%,667672.0
0635.HK,6/9/2017,3:57pm,320018,1.15 - 1.17,1.16,0.01,+0.87%,-0.12,-9.52%,219411.0
0636.HK,6/9/2017,4:08pm,495500,11.36 - 11.50,11.46,0.1,+0.88%,-0.42,-3.54%,933576.0
0637.HK,6/9/2017,3:31pm,54000,0.66 - 0.68,0.67,-0.02,-2.90%,-0.17,-20.24%,191403.0
0638.HK,6/9/2017,3:59pm,2874000,1.84 - 1.94,1.87,0.0,+0.00%,-0.09,-4.59%,989673.0
0639.HK,6/9/2017,4:08pm,5642000,1.26 - 1.29,1.28,0.0,+0.00%,-0.63,-32.98%,8808220.0
0640.HK,6/9/2017,1:00pm,144000,0.77 - 0.87,0.79,0.0,+0.00%,-0.41,-34.17%,331366.0
0641.HK,6/8/2017,2:07pm,20000,1.93 - 2.05,2.05,0.0,+0.00%,-0.4,-16.33%,193672.0
0643.HK,6/9/2017,3:55pm,220000,0.59 - 0.60,0.6,-0.01,-1.64%,-0.85,-58.62%,449642.0
0645.HK,6/9/2017,2:28pm,34000,1.31 - 1.33,1.33,0.0,+0.00%,-0.38,-22.22%,275659.0
0646.HK,6/9/2017,3:56pm,3960000,0.198 - 0.208,0.208,0.003,+1.463%,-0.102,-32.903%,2408730.0
0647.HK,6/9/2017,3:55pm,24000,0.285 - 0.295,0.295,0.0,+0.000%,-0.055,-15.714%,288358.0
0648.HK,6/9/2017,3:59pm,67809200,0.042 - 0.045,0.043,0.0,+0.000%,-0.14,-76.503%,37859500.0
0650.HK,6/7/2017,3:06pm,40000,1.96 - 2.00,1.99,-0.01,-0.50%,-1.12,-36.01%,96566.0
0651.HK,6/9/2017,3:59pm,40947200,0.189 - 0.195,0.195,0.002,+1.036%,-0.053,-21.371%,37452200.0
0653.HK,6/9/2017,3:38pm,1053992,0.390 - 0.400,0.395,0.0,+0.000%,-0.035,-8.140%,2005940.0
0655.HK,6/9/2017,2:59pm,62346,1.44 - 1.46,1.45,0.0,+0.00%,-0.15,-9.37%,163750.0
0656.HK,6/9/2017,4:08pm,29782573,12.78 - 13.28,12.84,0.04,+0.31%,-0.44,-3.31%,10047000.0
0657.HK,6/9/2017,10:07am,500000,0.249 - 0.249,0.249,0.0,+0.000%,-0.161,-39.268%,329851.0
0658.HK,6/9/2017,4:08pm,3903000,7.95 - 8.01,8.01,0.01,+0.13%,-2.49,-23.71%,5953300.0
0659.HK,6/9/2017,4:08pm,1539086,14.90 - 15.34,15.34,0.2,+1.32%,-0.32,-2.04%,1562830.0
0660.HK,6/9/2017,3:44pm,160000,0.078 - 0.078,0.078,-0.005,-6.024%,-0.106,-57.609%,2875370.0
0661.HK,6/9/2017,3:59pm,4758000,0.101 - 0.107,0.107,-0.001,-0.926%,-0.086,-44.560%,2823870.0
0662.HK,6/9/2017,3:59pm,196000,4.19 - 4.26,4.2,0.01,+0.24%,-0.65,-13.40%,182963.0
0663.HK,6/9/2017,3:48pm,884000,0.185 - 0.192,0.192,0.0,+0.000%,-0.073,-27.547%,2324820.0
0665.HK,6/9/2017,4:08pm,12126726,4.56 - 4.66,4.62,-0.03,-0.65%,-1.13,-19.65%,13940100.0
0668.HK,6/9/2017,3:43pm,760000,0.35 - 0.40,0.36,-0.01,-2.70%,-0.14,-28.00%,69881.0
0669.HK,6/9/2017,4:08pm,1315802,36.05 - 36.60,36.3,0.05,+0.14%,-0.7,-1.89%,3572940.0
0670.HK,6/9/2017,4:08pm,12354000,4.62 - 4.69,4.67,0.04,+0.86%,-0.32,-6.41%,11365800.0
0672.HK,6/9/2017,3:59pm,23135200,0.89 - 1.07,1.06,0.15,+16.48%,-0.01,-0.93%,3308330.0
0673.HK,6/9/2017,3:36pm,642000,0.170 - 0.172,0.172,-0.001,-0.578%,-0.063,-26.809%,4931420.0
0674.HK,6/9/2017,2:33pm,364000,0.29 - 0.29,0.29,0.0,+0.00%,-0.4,-57.97%,661024.0
0675.HK,6/9/2017,3:53pm,124000,1.00 - 1.06,1.06,-0.02,-1.85%,-0.37,-25.87%,211134.0
0676.HK,5/31/2017,3:56pm,76000,1.08 - 1.11,1.08,0.0,+0.00%,-0.52,-32.50%,20776.0
0677.HK,6/9/2017,3:59pm,270000,0.51 - 0.52,0.52,0.0,+0.00%,-0.06,-10.34%,537254.0
0678.HK,6/9/2017,3:38pm,110000,2.34 - 2.36,2.34,-0.02,-0.85%,-0.46,-16.43%,112689.0
0679.HK,6/9/2017,3:59pm,562000,1.03 - 1.13,1.05,-0.01,-0.94%,-0.47,-30.92%,1196700.0
0680.HK,6/9/2017,4:08pm,29000000,0.25 - 0.26,0.26,0.0,+0.00%,-0.03,-10.34%,46073900.0
0681.HK,6/9/2017,3:17pm,1556323,0.094 - 0.097,0.095,0.001,+1.064%,-0.051,-34.932%,1719650.0
0682.HK,6/9/2017,3:56pm,2868032,0.152 - 0.157,0.155,0.003,+1.974%,-0.11,-41.509%,3730480.0
0683.HK,6/9/2017,4:08pm,2576288,27.20 - 27.85,27.7,0.0,+0.00%,-2.5,-8.28%,2257700.0
0684.HK,6/8/2017,3:29pm,104000,2.09 - 2.15,2.15,0.0,+0.00%,-0.28,-11.52%,54478.0
0685.HK,6/9/2017,2:20pm,40000,1.04 - 1.04,1.04,0.04,+4.00%,-1.46,-58.40%,11411.0
0686.HK,6/9/2017,3:59pm,17968000,1.13 - 1.17,1.14,-0.03,-2.56%,-0.22,-16.18%,45779700.0
0687.HK,6/9/2017,3:56pm,666000,4.07 - 4.11,4.09,-0.01,-0.24%,-4.39,-51.77%,1009290.0
0688.HK,6/9/2017,4:08pm,27670364,23.40 - 23.95,23.7,-0.25,-1.04%,-4.15,-14.90%,21604900.0
0689.HK,6/9/2017,3:59pm,173591601,0.360 - 0.435,0.365,0.02,+5.797%,-0.355,-49.306%,37248700.0
0690.HK,6/9/2017,3:56pm,1300000,0.133 - 0.138,0.138,0.002,+1.471%,-0.07,-33.654%,2788100.0
0692.HK,6/9/2017,3:59pm,111810123,0.47 - 0.54,0.49,-0.05,-9.26%,-0.11,-18.33%,71978496.0
0693.HK,6/5/2017,11:56am,3000,2.42 - 2.42,2.42,0.0,+0.00%,-0.22,-8.33%,18806.0
0694.HK,6/9/2017,4:08pm,4980000,11.04 - 11.28,11.04,-0.16,-1.43%,-0.88,-7.38%,8907090.0
0695.HK,6/9/2017,3:41pm,420000,1.38 - 1.40,1.39,-0.01,-0.71%,-0.59,-29.80%,829610.0
0696.HK,6/9/2017,4:08pm,4148900,22.45 - 23.35,22.9,-0.2,-0.87%,-0.8,-3.38%,3979930.0
0697.HK,6/9/2017,3:59pm,4658000,0.249 - 0.255,0.255,0.005,+2.000%,-0.055,-17.742%,4046400.0
0698.HK,6/9/2017,3:59pm,104599882,2.21 - 2.39,2.23,-0.1,-4.29%,-0.89,-28.53%,70553800.0
0699.HK,6/9/2017,4:08pm,5275000,6.70 - 6.84,6.73,-0.11,-1.61%,-2.09,-23.70%,6699900.0
0700.HK,6/9/2017,4:08pm,69183612,276.20 - 283.40,277.4,4.0,+1.46%,-6.0,-2.12%,19050900.0
0701.HK,6/9/2017,3:21pm,54000,0.74 - 0.76,0.76,0.02,+2.70%,-0.08,-9.52%,1157760.0
0702.HK,6/9/2017,3:59pm,3110000,0.186 - 0.188,0.188,0.0,+0.000%,-0.057,-23.265%,8863070.0
0703.HK,6/9/2017,3:56pm,522000,0.69 - 0.73,0.69,-0.02,-2.82%,-0.37,-34.91%,1188380.0
0704.HK,6/9/2017,3:51pm,21626000,0.225 - 0.248,0.238,0.015,+6.726%,-0.057,-19.322%,7788860.0
0705.HK,6/9/2017,3:59pm,169020000,0.045 - 0.051,0.049,0.004,+8.889%,-0.108,-68.790%,58055900.0
0706.HK,6/9/2017,2:41pm,500000,0.101 - 0.105,0.105,0.001,+0.962%,-0.041,-28.082%,2779280.0
0707.HK,6/9/2017,3:59pm,54548000,0.187 - 0.200,0.199,0.01,+5.291%,-0.071,-26.296%,30750200.0
0708.HK,6/9/2017,3:57pm,1600000,1.65 - 1.68,1.67,-0.01,-0.60%,-0.49,-22.69%,3870380.0
0709.HK,6/9/2017,3:59pm,398000,4.04 - 4.09,4.05,-0.06,-1.46%,-0.51,-11.18%,1970490.0
0710.HK,6/9/2017,3:59pm,515000,4.11 - 4.24,4.14,-0.12,-2.70%,-0.86,-17.20%,957173.0
0711.HK,6/9/2017,3:39pm,58000,0.84 - 0.88,0.84,0.0,+0.00%,-0.46,-35.38%,1350840.0
0712.HK,6/9/2017,3:48pm,1398000,0.305 - 0.310,0.305,0.0,+0.000%,-0.265,-46.491%,2103010.0
0713.HK,6/9/2017,3:59pm,926000,0.69 - 0.71,0.69,-0.01,-1.43%,-0.27,-28.12%,1912490.0
0715.HK,6/9/2017,4:08pm,1998000,0.77 - 0.78,0.77,-0.01,-1.28%,-0.14,-15.38%,3116780.0
0716.HK,6/9/2017,3:59pm,1012073,1.17 - 1.19,1.18,0.0,+0.00%,-0.2,-14.49%,4765740.0
0717.HK,6/9/2017,3:59pm,14061008,0.70 - 0.71,0.71,0.01,+1.43%,-0.15,-17.44%,11387400.0
0718.HK,6/9/2017,3:59pm,100000,1.30 - 1.32,1.32,0.0,+0.00%,-0.53,-28.65%,1602670.0
0719.HK,6/9/2017,4:08pm,312000,6.70 - 6.80,6.73,-0.01,-0.15%,-0.73,-9.79%,826718.0
0720.HK,6/9/2017,3:55pm,3952610,0.091 - 0.095,0.095,0.002,+2.151%,-0.101,-51.531%,1753350.0
0722.HK,6/9/2017,3:58pm,1314000,2.76 - 3.02,2.96,0.16,+5.71%,-1.35,-31.32%,4724660.0
0723.HK,6/9/2017,3:49pm,8606000,0.060 - 0.062,0.062,-0.001,-1.587%,-0.073,-54.074%,6452000.0
0724.HK,6/9/2017,3:32pm,4230000,0.034 - 0.035,0.034,0.0,+0.000%,-0.02,-37.037%,16594000.0
0725.HK,6/7/2017,3:58pm,2000,1.60 - 1.60,1.58,-0.02,-1.25%,-0.4,-20.20%,64597.0
0726.HK,6/9/2017,3:58pm,2940000,0.217 - 0.226,0.225,0.001,+0.446%,-0.165,-42.308%,6386570.0
0727.HK,6/9/2017,3:59pm,74000,1.31 - 1.34,1.33,0.0,+0.00%,-1.01,-43.16%,1302630.0
0728.HK,6/9/2017,4:08pm,42342292,3.76 - 3.84,3.77,-0.04,-1.05%,-0.45,-10.66%,53642000.0
0729.HK,6/9/2017,3:59pm,22040000,0.33 - 0.34,0.34,0.0,+0.00%,-0.17,-33.33%,35963100.0
0730.HK,6/8/2017,2:30pm,59000,0.238 - 0.240,0.238,0.0,+0.000%,-0.082,-25.625%,703366.0
0731.HK,6/9/2017,3:39pm,4426000,0.50 - 0.53,0.5,-0.01,-1.96%,-0.04,-7.41%,1140370.0
0732.HK,6/9/2017,4:08pm,10698000,2.66 - 2.74,2.68,-0.01,-0.37%,-1.85,-40.84%,13480600.0
0733.HK,6/9/2017,3:59pm,874000,2.54 - 2.62,2.62,0.04,+1.55%,-0.12,-4.38%,756216.0
0735.HK,6/9/2017,3:59pm,1025500,4.92 - 5.03,4.99,-0.04,-0.80%,-0.73,-12.76%,1354900.0
0736.HK,6/9/2017,3:59pm,1418408,0.104 - 0.106,0.104,-0.005,-4.587%,-0.109,-51.174%,18746000.0
0737.HK,6/9/2017,4:08pm,1107392,4.43 - 4.49,4.45,-0.02,-0.45%,-0.42,-8.62%,1488460.0
0738.HK,6/9/2017,2:54pm,69800,1.70 - 1.78,1.7,-0.07,-3.95%,-0.28,-14.14%,223935.0
0743.HK,6/9/2017,3:59pm,565000,2.32 - 2.38,2.37,0.0,+0.00%,-0.33,-12.22%,1095210.0
0745.HK,6/9/2017,3:59pm,7323000,0.029 - 0.030,0.029,-0.001,-3.333%,-0.028,-49.123%,18712100.0
0746.HK,6/9/2017,3:59pm,8446,3.60 - 3.65,3.6,-0.1,-2.70%,-0.4,-10.00%,198186.0
0747.HK,6/9/2017,3:25pm,408000,0.44 - 0.46,0.44,-0.0,-1.12%,-0.18,-29.03%,1746320.0
0750.HK,6/9/2017,3:59pm,2101286,3.47 - 3.54,3.49,0.01,+0.29%,-1.31,-27.29%,2646250.0
0751.HK,6/9/2017,4:08pm,14170809,4.52 - 4.62,4.59,0.03,+0.66%,-1.86,-28.84%,11648800.0
0752.HK,6/9/2017,3:59pm,942000,3.35 - 3.42,3.35,-0.07,-2.05%,-0.19,-5.37%,1021080.0
0753.HK,6/9/2017,4:08pm,10068142,7.87 - 8.12,7.98,0.01,+0.13%,-0.27,-3.27%,11203800.0
0754.HK,6/9/2017,4:08pm,320000,7.24 - 7.46,7.4,-0.04,-0.54%,-0.79,-9.65%,639626.0
0755.HK,6/9/2017,3:59pm,115930000,0.123 - 0.137,0.134,0.012,+9.836%,-0.034,-20.238%,8139170.0
0756.HK,6/9/2017,3:59pm,33108000,1.13 - 1.14,1.14,0.0,+0.00%,-0.21,-15.56%,4297320.0
0757.HK,6/9/2017,3:46pm,282000,0.141 - 0.149,0.145,0.0,+0.000%,-0.045,-23.684%,1294400.0
0758.HK,6/9/2017,11:21am,500000,0.310 - 0.325,0.315,0.015,+5.000%,-0.15,-32.258%,464504.0
0759.HK,6/9/2017,3:56pm,294000,0.76 - 0.80,0.76,-0.02,-2.56%,-0.58,-43.28%,409391.0
0760.HK,6/9/2017,3:59pm,6435000,0.12 - 0.12,0.12,-0.0,-1.64%,-0.07,-36.17%,13172800.0
0762.HK,6/9/2017,4:08pm,35864367,11.24 - 11.50,11.32,-0.14,-1.22%,-0.26,-2.25%,43650800.0
0763.HK,6/9/2017,4:08pm,10658632,17.08 - 17.90,17.26,-0.22,-1.26%,-0.64,-3.58%,8919480.0
0764.HK,6/9/2017,3:46pm,3068032,0.200 - 0.221,0.211,0.005,+2.427%,-0.049,-18.846%,3238790.0
0765.HK,6/9/2017,3:59pm,878000,2.42 - 2.68,2.63,0.12,+4.78%,-0.53,-16.77%,580149.0
0766.HK,6/9/2017,3:47pm,854000,0.210 - 0.212,0.211,-0.003,-1.402%,-0.099,-31.935%,8033550.0
0767.HK,6/9/2017,3:26pm,1000019,0.400 - 0.405,0.405,0.0,+0.000%,-0.335,-45.270%,5287540.0
0769.HK,6/9/2017,3:35pm,1013200,0.49 - 0.50,0.49,-0.01,-2.00%,-0.26,-34.67%,2993200.0
0771.HK,6/9/2017,3:54pm,608440,0.90 - 0.93,0.92,-0.01,-1.08%,-0.91,-49.72%,950773.0
